#ID;#BFC;BR-Message;BFC-Message;Files;FFM;BIC;#FFM;#BIC;FoundSZZ;FoundSZZ-1;Earliest;Latest;NumPC;#T-commit;#Token=#BIC;EarliestT;LatestT;NumPCT
1370590;de62c0d8361bf9dae16a8ff1672229fee1c15e5e;"Libvirt _create_domain_and_network calls missing disk_info 
When boot from block/volume was started for libvirt-lxc, a check was added to _create_domain_setup_lxc that uses disk_info to determine whether or not the instance was booted from block. While the spawn call provides disk_info via a kwarg to _create_domain_and_network, many other operations leave that information off. These calls now need to provide disk_info to _create_domain_and_network so that it is available to determine whether or not the instance was booted from block/volume. Without that data, the check will erroneously determine that the instance was booted from a volume.
Steps to reproduce: 1) Create devstack with local.conf: https://gist.github.com/ramielrowe/520b0b86a5adf385b45d 2) Boot instance from image 3) Stop the instance 4) Start the instance 5) Observe exception in nova-compute logs: https://gist.github.com/ramielrowe/5cc2cb372fd019ee8331
In the stack trace you can see Nova has attempted to set up the instance as if it was booted from volume.

";"libvirt: Fix domain creation for LXC 
A condition was introduced during domain creation that needs
disk_info to determine whether or not an instance was booted from
volume. Many calls to _create_domain_and_network were not providing
disk_info and thus the condition was always evaluating to True.
This change adds disk_info to each call that was missing it.
";nova/virt/libvirt/driver.py;0;1;0;7326bac8f95;1;1;1690a1a;80deed6;5;7326bac8f95;1;53469abad39;3eea41e1e98 (BIC);2
1371677;833357301bc80a27422f7bf081fae2d3da730a24;"Race in resource tracker causes 500 response on deleting during verify_resize state 
During a tempest run occasionally a during the tempest.api.compute.servers.test_delete_server.DeleteServersTestJSON.test_delete_server_while_in_verify_resize_state test it will fail when the test attempts to delete a server in the verify_resize state. The failure is caused by a 500 response given being returned from nova. Looking at the nova-api log this is caused by an rpc call never receiving a response:
http://logs.openstack.org/10/110110/40/check/check-tempest-dsvm-postgres-full/4cd8a81/logs/screen-n-api.txt.gz#_2014-09-19_10_24_07_221
looking at the n-cpu logs for the handling of that rpc call yields:
http://logs.openstack.org/10/110110/40/check/check-tempest-dsvm-postgres-full/4cd8a81/logs/screen-n-cpu.txt.gz#_2014-09-19_10_24_31_404
Which looks like it is coming from attempting to updating the resource tracker being triggered by the server deletion. However the volume from that failure according to the tempest log is coming from a different test, in the test class ServerRescueNegativeTestJSON. It appears the tearDownClass for that test class is running concurrently with the failed test, and causing a race in the resource tracker, where the volume it expects to be there disappears, so when it goes to get the size it fails.
Full logs for an example run that tripped this is here: http://logs.openstack.org/10/110110/40/check/check-tempest-dsvm-postgres-full/4cd8a81
";"libvirt: make _get_instance_disk_info conservative 
We want to make sure we never try to get the size of an attached volume
when doing _get_instance_disk_info (as this can cause issues when
gathering available resources).

libvirt's get_available_resources will call upon it to determine the
available disk size on the compute node, but do so without providing
information about block devices. This makes _get_instance_disk_info make
incorrect guesses as to which device is a volume

This patch makes the _get_instance_disk_info be more conservative about
it's guesses when it can not reasonably determine if a device is a
volume or not.
";nova/virt/libvirt/driver.py;0;1;0;5fa74bc;1;1;5fa74bc;5fa74bc;1;5fa74bc;1;5fa74bc;5fa74bc;1
1373741;6bd4e4292648c0474e02ddc1560ce583fbe56d0;"The v2.1 API links of ""list versions"" API doesn't show v2.1
Now v2.1 API is provided on /v2.1 URL as the default but the links does not show v2.1 like the following:
$ curl -i 'http://192.168.11.62:8774/' -X GET -H ""Accept: application/json"" -H ""X-Auth-Project-Id: demo"" -H ""X-Auth-Token: {SHA1}a478a30ec8bdadbdb5b8f98d97bf99ac83a8a1ea"" [..] {""versions"": [   {     ""status"": ""CURRENT"", ""updated"": ""2011-01-21T11:33:21Z"", ""id"": ""v2.0"",     ""links"": [{""href"": ""http://192.168.11.62:8774/v2/"", ""rel"": ""self""}]   },   {     ""status"": ""EXPERIMENTAL"", ""updated"": ""2013-07-23T11:33:21Z"", ""id"": ""v2.1"",     ""links"": [{""href"": ""http://192.168.11.62:8774/v2/"", ""rel"": ""self""}]   } ]}
The links is the same as v2 now, but the links should be     ""links"": [{""href"": ""http://192.168.11.62:8774/v2.1/"", ""rel"": ""self""}] ideally.
";"Apply v2.1 API to href of version API 
Now Nova contains v2 and v2.1 APIs, but version API returns the same
href between v2 and v2.1 like:
  {""href"": ""http://192.168.11.62:8774/v2/"", ""rel"": ""self""}
in a response.
In addition, current generate_href() handles v3 API case also. However
v3 API has disappeared, so the code is meaningless now.
This patch fixes the problem for returning a right href.
";"doc/api_samples/versions-get-resp.json,nova/api/openstack/compute/views/versions.py 
";1;0;a1baa24;0;0;0;New Lines;New Lines;0;0;0;New Lines;New Lines;0
1375379;4f0547d4978172e29eb328bceb404335da1b9e0a;"console: wrong check when verify the server response 
When trying to connect to a console with internal_access_path if the server does not respond by 200 we should raise an exception but the current code does not insure this case.
https://github.com/openstack/nova/blob/master/nova/console/websocketproxy.py#L68
The method 'find' return -1 on failure not False or 0
";"console: fix bug when invalid connection info 
Fixes bug when checking response returned from the server during
a connection with internal_access_path, if the response's status
is not 200 we should raise the exception.
";nova/console/websocketproxy.py;0;1;0;e71e8c2;1;1;e71e8c2;e71e8c2;1;e71e8c2;1;e71e8c2;e71e8c2;1
1381468;fdcf358eaeef6edb5c8d2dcc94f906a22882544a;"Type conflict in nova/nova/scheduler/filters/trusted_filter.py using attestation_port default value  
When trusted filter in nova scheduler is running with default value of attestation_port:
cfg.StrOpt('attestation_port', default='8443', help='Attestation server port'),
method _do_request() in AttestationService class has this line:
action_url = ""https://%s:%d%s/%s"" % (self.host, self.port, self.api_url, action_url)
It is easy to see that default type of attestation_port is string. But in action_url self.port is required as integer (%d). It leads to conflict.
";"Type conflict in trusted_filter.py using attestation_port default value 
When trusted filter (nova/nova/scheduler/filters/trusted_filter.py)
in nova scheduler is running with default value of attestation_port:

default='8443'

method _do_request() in AttestationService class has this line:

action_url = ""https://%s:%d%s/%s"" % (self.host,
self.port, self.api_url, action_url)

It is easy to see that default type of attestation_port is string.
But in action_url self.port is required as integer (%d).
It leads to conflict.

This change provides more tests than is required only to cover this bug
fix. This cases are testing AttestationService _do_request() method
using different status_codes and different texts returned by mocked
request method.

";nova/scheduler/filters/trusted_filter.py ;0;1;0;30871e870;1;1;30871e870;30871e870;1;30871e870;1;30871e870;30871e870;1
1382630;c049f56278f4414fe366ec137fbf2caa4946c644;"access_ip_* not updated on reschedules when they should be
For virt drivers that require networks to be reallocated on nova reschedules, the access_ip_v[4|6] fields on Instance are not updated.
This bug was introduced when the new build_instances path was added. This new path updates access_ip_* before the instance goes ACTIVE... and it only updates when its not already set. The old path only updated the access_ip_* fields when the instance went ACTIVE...
";"Only set access_ip_* when instance goes ACTIVE 
When the new build path was added, access_ip_* was changed to update
before driver.spawn() is called. On build failures with virt drivers
that require networks to be deallocated and reallocated, access_ip_* is
never updated again, leaving old information there.
";nova/compute/manager.py;1;0;0;0;0;0;b199471;dce6468;2;0;0;b199471;dce6468;10
1392798;2aea3a3d54cbe0dc9ce2b8c504818baeb1542677;"Deleted instances show power state as 'Running' 
After deleting an instance and executing a `nova list --deleted` command as an administrator, the Power State of the deleted instance is still displayed as 'Running' and set to 1 in the database as well.
Steps to reproduce:
    Boot an instance:     dboik@dboik-VirtualBox:~$ nova boot foo --flavor m1.tiny --image cirros-032-x86_64-uec
    Wait for instance to finish building:     dboik@dboik-VirtualBox:~$ nova list     +--------------------------------------+------+--------+------------+-------------+------------------+     | ID | Name | Status | Task State | Power State | Networks |     +--------------------------------------+------+--------+------------+-------------+------------------+     | 2fed0daa-b083-43cf-9285-7364ce4852ce | foo | ACTIVE | - | Running | private=10.0.0.2 |     +--------------------------------------+------+--------+------------+-------------+------------------+
    Delete the instance:     dboik@dboik-VirtualBox:~$ nova delete foo     Request to delete server foo has been accepted.
    As an OpenStack administrator, list the deleted instances:     dboik@dboik-VirtualBox:~$ nova list --deleted     +--------------------------------------+------+---------+------------+-------------+------------------+     | ID | Name | Status | Task State | Power State | Networks |     +--------------------------------------+------+---------+------------+-------------+------------------+     | 2fed0daa-b083-43cf-9285-7364ce4852ce | foo | DELETED | - | Running | private=10.0.0.2 |     +--------------------------------------+------+---------+------------+-------------+------------------+
";"Update Power State after deleting instance 
Update the power state for an instance when deleting it.
Instead of being stuck in the 'Running' power state after deletion,
a deleted instance will be in the NOSTATE power state.
";nova/compute/manager.py;0;1;0;a9d0313c;0;0;New Lines;New Lines;0;0;0;New Lines;New Lines;0
1402535;2833f8c08fcfb7961b3c64b285ceff958bf5a05e;"terminate instances boot from volume used multipath have residual device 
Reproducing method as following:
1、nova.conf configure iscsi_used_multipath_tool=multipath， restart nova-compute service
2、launch instance vm1 boot from volume(used HpSan),then attach volume1 for this vm1
3、launch instance vm2 boot from volume(used HpSan),then attach volume2 for this vm2 at the same host
4、terminate vm2
5、vm2 has been destoryed , but /dev/disk/by-path/ device can not be completely removed";"remove _rescan_iscsi from disconnect_volume_multipath_iscsi 
terminating instance that attached more than one volume, disconnect
the first volume is ok, but the first volume is not removed, then
disconnect the second volume, disconnect_volume_multipath_iscsi
will call _rescan_iscsi so that rescan the first device, although
the instance is destroyed, the first device is residual, therefor
we don't need rescan when disconnect volume.
";nova/virt/libvirt/volume.py;0;1;0;933365a58;0;1;fc786dd;fc786dd;1;933365a58;1;5dba48b95267fa1270ff;5dba48b95267fa1270ff;1
1402728;1b2aa11758fd52acdec0289777d276303555903b;"VMware: resize does not update cpu limits 
A resize of a VM does not update the cpu limits correctly. That is if resources or sharing were on the flavor extra specs then they were not updated after the resize (if necessary)";"VMware: ensure that resize treats CPU limits correctly 
Ensure that the instance cpu limits are updated correctly.
The resize may use a flavor that requires updating the cpu
limits etc.
";"nova/virt/vmwareapi/vm_util.py,nova/virt/vmwareapi/vmops.py 
";0;1;0;2bcda65d512;1;1;2bcda65;f0ef92e;3;2bcda65d512;1;a733211;b673ff4;4
1403544;2ad3009f3595e701a866f265263ca3a0a8ef09dc;"Empty string in key_name treated as None but gets into DB 
When creating instance, it is possible to specify ""'key_name': ''"". This empty string is treated as None by nova.compute.api._validate_and_build_base_options(), but gets written to DB. Then it breaks Horizon when it creates the ""Decrypt Password"" button for instance details view, because 'key_name' is checked to be not None.";"Do not treat empty key_name as None 
When running instance, empty ("""") key_name is treated as None and
keypair lookup does not happen.  However, empty string is written to
key_name field in instance's database record.  When horizon renders
instance info, it looks up keypair if key_name is not None.  Having
empty string in this property generates error and instance info is not
displayed.
";nova/compute/api.py;0;1;0;6956057ac490c788;0;1;6b16c87;6b16c87;1;6956057ac490c788;1;6956057ac490c788;6956057ac490c788;1
1414515;7c387637614871fac460955c0ea3beb139ae168c;"Zookeeper servicegroup driver's join() method returns a FakeLoopingCall
The zookeeper servicegroup driver's join() method returns a FakeLoopingCall for no reason whatsoever:
class FakeLoopingCall(loopingcall.LoopingCallBase):     """"""The fake Looping Call implementation, created for backward     compatibility with a membership based on DB.     """"""     def __init__(self, driver, host, group):         self._driver = driver         self._group = group         self._host = host
    def stop(self):         self._driver.leave(self._host, self._group)
    def start(self, interval, initial_delay=None):         pass
    def wait(self):         pass
The rest of the drivers just return None, so this is not necessary.
";"Fix up join() and leave() methods of servicegroup 
The join() method was not documented properly, and the Zookeeper
driver's implementation of the join() method returned a FakeLoopingCall
object for no reason whatsoever (the other drivers just return None), so
it's not necessary.

The leave() method wasn't used anywhere at all, therefore this patch
removes it entirely.
";"nova/servicegroup/api.py, nova/servicegroup/drivers/base.py, nova/servicegroup/drivers/db.py,nova/servicegroup/drivers/zk.py 
";1;0;8880aad;0;0;0;64e167e;d4cf115;6;0;0;64e167e?;d4cf115?;9
1419002;b838ca28e0ffda21b298a4514a647fc74c154f4a;"nova do not compain if 'my_ip' is wrong
If my_ip in nova config do not exit on any interface of the compute host, nova-compute silently accepts it and failing cold migration.
Expected behaviour: error or warning if my_ip can not be found on any interface.
Nova version: 1:2014.2.1-0ubuntu1~cloud0
";"Log warning if CONF.my_ip is not found on system 
Explicitly check if CONF.my_ip is present in any of the network
interfaces then log a warning to alert the operators.

Code borrowed from swift:
http://git.openstack.org/cgit/openstack/swift/tree/swift/common/utils.py#n1545
";nova/virt/libvirt/driver.py, nova/compute/utils.py;0;1;0;2ef03c6a0a8c5705;0;0;New Lines;New Lines;0;0;0;New Lines;New Lines;0
1424647;8f060f07c7eeb1d1356f0ce6c0e1ca6ec4ec0b96;"Allow configuring proxy_host and proxy_port in nova.conf 
Following patch I2d46b926f1c895aba412d84b4ee059fda3df9011,
proxy_host/proxy_port configured in nova.conf or passed via
command line are not taking effect for novncproxy, spicehtmlproxy
and serial proxy.";"Allow configuring proxy_host and proxy_port in nova.conf 
Following patch I2d46b926f1c895aba412d84b4ee059fda3df9011, if
proxy_host/proxy_port is configured in nova.conf or passed via
command line, they are not taking effect for novncproxy, spice
htmlproxy and serial proxy. This patch fixes the issue by
parsing the arguments before calling baseproxy.
";"nova/cmd/baseproxy.py, nova/cmd/novncproxy.py, nova/cmd/serialproxy.py, nova/cmd/spicehtml5proxy.py 
";0;1;0;d2cbb9a;1;1;d2cbb9a;d2cbb9a;1;d2cbb9a;1;d2cbb9a;d2cbb9a;1
1434855;ae3c63502096b9e16bd02f356286e396e4abb0de;"tox -e docs fails because of 2 bad json files 
docs runtests: commands[1] | bash -c ! find doc/ -type f -name *.json | xargs -t -n1 python -m json.tool 2>&1 > /dev/null | grep -B1 -v ^python
python -m json.tool doc//v3/api_samples/os-extended-volumes/v2.3/server-get-resp.json
No JSON object could be decoded
--
python -m json.tool doc//v3/api_samples/os-extended-volumes/v2.3/servers-detail-resp.json
No JSON object could be decoded
ERROR: InvocationError: '/bin/bash -c ! find doc/ -type f -name *.json | xargs -t -n1 python -m json.tool 2>&1 > /dev/null | grep -B1 -v ^python'
__________________________________________________________________________________________________________________________ summary ___________________________________________________________________________________________________________________________
ERROR: docs: commands failed";"Fix docs build break 
fix 2 bad json files to get the docs build to succeed.
";"doc/v3/api_samples/os-extended-volumes/v2.3/server-get-resp.json, doc/v3/api_samples/os-extended-volumes/v2.3/servers-detail-resp.json 
";0;1;0;abc656d;1;1;abc656d;abc656d;1;abc656d;1;abc656d;abc656d;1
1437855;c5dfd2c3ef773b29666fae3fe75bf7548044dbf5;"Floating IPs should be associated with the first fixed IPv4 address 
If a port attached to an instance has multiple fixed IPs and a floating IP is associated without specifying a fixed ip to associate, the behavior in Neutron is to reject the associate request. The behavior in Nova in the absence of a specified fixed ip, however, is to pick the first one from the list of fixed ips on the port.
This is a problem if an IPv6 address is the first on the port because the floating IP will be NAT'ed to the IPv6 fixed address, which is not supported. Any attempts to reach the instance through its floating address will fail. This causes failures in certain scenario tests that use the Nova floating IP API when dual-stack IPv4+IPv6 is enabled, such as test_baremetal_basic_ops in check-tempest-dsvm-ironic-pxe_ssh in https://review.openstack.org/#/c/168063
";"Associate floating IPs with first v4 fixed IP if none specified 
In the absence of a specified fixed address with which to associate a
floating IP, the first IPv4 address on the port should be associated.
Without the check for IPv4, IPv6 ports can be associated with a (IPv4)
floating IP, which is not supported.
";"nova/api/openstack/compute/contrib/floating_ips.py, nova/api/openstack/compute/plugins/v3/floating_ips.py 
";0;1;0;1b2c121f133b1;1;1;1b2c121;9a47137;2;1b2c121f133b1;1;d7fbf95 (BIC);d75a1ca;3
1438226;c380987aa8844a46b2d50e55350e89e0791d76b6;"nova libvirt driver assumes libvirt support for CPU pinning 
CPU pinning support was implemented as part of this blueprint:
    http://specs.openstack.org/openstack/nova-specs/specs/juno/approved/virt-driver-cpu-pinning.html
However, CPU pinning support is broken in some libvirt versions (summarized below), resulting in exceptions when attempting to schedule instances with the 'hw:cpu_policy' flavor key.
We should add a libvirt version test against known broken versions and use that to determine whether or not to support the flavor keys.
This is somewhat related to #1422775 (""nova libvirt driver assumes qemu support for NUMA pinning"").
---
# Testing Configuration
Testing was conducted in a container which provided a single-node, Fedora 21-based (3.17.8-300.fc21.x86_64) OpenStack instance (built with devstack). The yum-provided libvirt and its dependencies were removed and libvirt and libvirt-python were built and installed from source.
# Results
The results are as follows:
    versions status     -------- ------     1.2.9 ok     1.2.9.1 ok     1.2.9.2 fail     1.2.10 fail     1.2.11 ok     1.2.12 ok
v1.2.9.2 is broken by this (backported) patch:
    https://www.redhat.com/archives/libvir-list/2014-November/msg00275.html
This can be seen as commit
    e226772 (qemu: fix domain startup failing with 'strict' mode in numatune)
v1.2.10 inherits is broken at checkout but can be fixed by applying these three patches (yes, one of these broke v1.2.9.2 - the irony is not lost on me):
    [0/3] https://www.redhat.com/archives/libvir-list/2014-November/msg00274.html      - [1/3] https://www.redhat.com/archives/libvir-list/2014-November/msg00273.html      - [2/3] https://www.redhat.com/archives/libvir-list/2014-November/msg00276.html      - [3/3] https://www.redhat.com/archives/libvir-list/2014-November/msg00275.html
# Error logs
v1.2.9.2 produces the following exception:
    Traceback (most recent call last):       File ""/opt/stack/nova/nova/compute/manager.py"", line 2301, in _build_resources         yield resources       File ""/opt/stack/nova/nova/compute/manager.py"", line 2171, in _build_and_run_instance         flavor=flavor)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 2357, in spawn         block_device_info=block_device_info)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 4376, in _create_domain_and_network         power_on=power_on)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 4307, in _create_domain         LOG.error(err)       File ""/usr/lib/python2.7/site-packages/oslo_utils/excutils.py"", line 82, in __exit__         six.reraise(self.type_, self.value, self.tb)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 4297, in _create_domain         domain.createWithFlags(launch_flags)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 183, in doit         result = proxy_call(self._autowrap, f, *args, **kwargs)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 141, in proxy_call         rv = execute(f, *args, **kwargs)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 122, in execute         six.reraise(c, e, tb)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 80, in tworker         rv = meth(*args, **kwargs)       File ""/usr/lib64/python2.7/site-packages/libvirt.py"", line 1029, in createWithFlags         if ret == -1: raise libvirtError ('virDomainCreateWithFlags() failed', dom=self)     libvirtError: Failed to create controller cpu for group: No such file or directory
v1.2.10 produces the following exception:
    Traceback (most recent call last):       File ""/opt/stack/nova/nova/compute/manager.py"", line 2342, in _build_resources         yield resources       File ""/opt/stack/nova/nova/compute/manager.py"", line 2215, in _build_and_run_instance         block_device_info=block_device_info)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 2356, in spawn         block_device_info=block_device_info)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 4375, in _create_domain_and_network         power_on=power_on)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 4306, in _create_domain         LOG.error(err)       File ""/usr/lib/python2.7/site-packages/oslo_utils/excutils.py"", line 85, in __exit__         six.reraise(self.type_, self.value, self.tb)       File ""/opt/stack/nova/nova/virt/libvirt/driver.py"", line 4296, in _create_domain         domain.createWithFlags(launch_flags)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 183, in doit         result = proxy_call(self._autowrap, f, *args, **kwargs)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 141, in proxy_call         rv = execute(f, *args, **kwargs)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 122, in execute         six.reraise(c, e, tb)       File ""/usr/lib/python2.7/site-packages/eventlet/tpool.py"", line 80, in tworker         rv = meth(*args, **kwargs)       File ""/usr/lib64/python2.7/site-packages/libvirt.py"", line 1037, in createWithFlags         if ret == -1: raise libvirtError ('virDomainCreateWithFlags() failed', dom=self)     libvirtError: Unable to write to '/sys/fs/cgroup/cpuset/system.slice/docker.service/machine.slice/machine-qemu\x2dinstance\x2d0000000a.scope/cpuset.mems': Device or resource busy
";"libvirt: Add version check when pinning guest CPUs 
Ensure versions of libvirt with broken CPU pinning support are not used
for said feature. This requires the addition of a new Exception,
specific version check functionality and unit tests for same.
";"nova/virt/libvirt/driver.py, nova/virt/libvirt/host.py,nova/exception.py
";1;0;d4706b8;0;0;0;069ad9a;296b09e;3;0;0;fb20cc9 (NOBIC);c29321d (NOBIC);4
